ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered
2020-01-22,Anhui,Mainland China,1.0,0.0,0.0
2020-01-22,Beijing,Mainland China,14.0,0.0,0.0
2020-01-22,Chongqing,Mainland China,6.0,0.0,0.0
2020-01-22,Fujian,Mainland China,1.0,0.0,0.0
2020-01-22,Gansu,Mainland China,0.0,0.0,0.0
2020-01-22,Guangdong,Mainland China,26.0,0.0,0.0
2020-01-22,Guangxi,Mainland China,2.0,0.0,0.0
2020-01-22,Guizhou,Mainland China,1.0,0.0,0.0
2020-01-22,Hainan,Mainland China,4.0,0.0,0.0
2020-01-22,Hebei,Mainland China,1.0,0.0,0.0
2020-01-22,Heilongjiang,Mainland China,0.0,0.0,0.0
2020-01-22,Henan,Mainland China,5.0,0.0,0.0
2020-01-22,Hong Kong,Hong Kong,0.0,0.0,0.0
2020-01-22,Hubei,Mainland China,444.0,17.0,28.0
2020-01-22,Hunan,Mainland China,4.0,0.0,0.0
2020-01-22,Inner Mongolia,Mainland China,0.0,0.0,0.0
2020-01-22,Jiangsu,Mainland China,1.0,0.0,0.0
2020-01-22,Jiangxi,Mainland China,2.0,0.0,0.0
2020-01-22,Jilin,Mainland China,0.0,0.0,0.0
2020-01-22,Liaoning,Mainland China,2.0,0.0,0.0
2020-01-22,Macau,Macau,1.0,0.0,0.0
2020-01-22,Ningxia,Mainland China,1.0,0.0,0.0
2020-01-22,Qinghai,Mainland China,0.0,0.0,0.0
2020-01-22,Shaanxi,Mainland China,0.0,0.0,0.0
2020-01-22,Shandong,Mainland China,2.0,0.0,0.0
2020-01-22,Shanghai,Mainland China,9.0,0.0,0.0
2020-01-22,Shanxi,Mainland China,1.0,0.0,0.0
2020-01-22,Sichuan,Mainland China,5.0,0.0,0.0
2020-01-22,Taiwan,Taiwan,1.0,0.0,0.0
2020-01-22,Tianjin,Mainland China,4.0,0.0,0.0
2020-01-22,Tibet,Mainland China,0.0,0.0,0.0
2020-01-22,Washington,US,1.0,0.0,0.0
2020-01-22,Xinjiang,Mainland China,0.0,0.0,0.0
2020-01-22,Yunnan,Mainland China,1.0,0.0,0.0
2020-01-22,Zhejiang,Mainland China,10.0,0.0,0.0
2020-01-22,,Japan,2.0,0.0,0.0
2020-01-22,,Thailand,4.0,0.0,2.0
2020-01-22,,South Korea,1.0,0.0,0.0
2020-01-23,Anhui,Mainland China,9.0,0.0,0.0
2020-01-23,Beijing,Mainland China,22.0,0.0,0.0
2020-01-23,Chongqing,Mainland China,9.0,0.0,0.0
2020-01-23,Fujian,Mainland China,5.0,0.0,0.0
2020-01-23,Gansu,Mainland China,2.0,0.0,0.0
2020-01-23,Guangdong,Mainland China,32.0,0.0,2.0
2020-01-23,Guangxi,Mainland China,5.0,0.0,0.0
2020-01-23,Guizhou,Mainland China,3.0,0.0,0.0
2020-01-23,Hainan,Mainland China,5.0,0.0,0.0
2020-01-23,Hubei,Mainland China,444.0,17.0,28.0
2020-01-23,Heilongjiang,Mainland China,2.0,0.0,0.0
2020-01-23,Henan,Mainland China,5.0,0.0,0.0
2020-01-23,Hong Kong,Hong Kong,2.0,0.0,0.0
2020-01-23,Hubei,Mainland China,444.0,17.0,28.0
2020-01-23,Hunan,Mainland China,9.0,0.0,0.0
2020-01-23,Inner Mongolia,Mainland China,0.0,0.0,0.0
2020-01-23,Jiangsu,Mainland China,5.0,0.0,0.0
2020-01-23,Jiangxi,Mainland China,7.0,0.0,0.0
2020-01-23,Jilin,Mainland China,1.0,0.0,0.0
2020-01-23,Liaoning,Mainland China,3.0,0.0,0.0
2020-01-23,Macau,Macau,2.0,0.0,0.0
2020-01-23,Ningxia,Mainland China,1.0,0.0,0.0
2020-01-23,Qinghai,Mainland China,0.0,0.0,0.0
2020-01-23,Shaanxi,Mainland China,3.0,0.0,0.0
2020-01-23,Shandong,Mainland China,6.0,0.0,0.0
2020-01-23,Shanghai,Mainland China,16.0,0.0,0.0
2020-01-23,Shanxi,Mainland China,1.0,0.0,0.0
2020-01-23,Sichuan,Mainland China,8.0,0.0,0.0
2020-01-23,Taiwan,Taiwan,1.0,0.0,0.0
2020-01-23,Tianjin,Mainland China,4.0,0.0,0.0
2020-01-23,Tibet,Mainland China,0.0,0.0,0.0
2020-01-23,Washington,US,1.0,0.0,0.0
2020-01-23,Xinjiang,Mainland China,2.0,0.0,0.0
2020-01-23,Yunnan,Mainland China,2.0,0.0,0.0
2020-01-23,Zhejiang,Mainland China,27.0,0.0,0.0
2020-01-23,,Japan,1.0,0.0,0.0
2020-01-23,,Thailand,4.0,0.0,2.0
2020-01-23,,South Korea,1.0,0.0,0.0
2020-01-23,,Singapore,1.0,0.0,0.0
2020-01-23,,Philippines,0.0,0.0,0.0
2020-01-23,,Malaysia,0.0,0.0,0.0
2020-01-23,,Vietnam,2.0,0.0,0.0
2020-01-23,,Australia,0.0,0.0,0.0
2020-01-23,,Mexico,0.0,0.0,0.0
2020-01-23,,Brazil,0.0,0.0,0.0
2020-01-23,,Colombia,0.0,0.0,0.0
2020-01-24,Hubei,Mainland China,549.0,24.0,31.0
2020-01-24,Guangdong,Mainland China,53.0,0.0,2.0
2020-01-24,Zhejiang,Mainland China,43.0,0.0,1.0
2020-01-24,Beijing,Mainland China,36.0,0.0,1.0
2020-01-24,Chongqing,Mainland China,27.0,0.0,0.0
2020-01-24,Hunan,Mainland China,24.0,0.0,0.0
2020-01-24,Guangxi,Mainland China,23.0,0.0,0.0
2020-01-24,Shanghai,Mainland China,20.0,0.0,1.0
2020-01-24,Jiangxi,Mainland China,18.0,0.0,0.0
2020-01-24,Sichuan,Mainland China,15.0,0.0,0.0
2020-01-24,Shandong,Mainland China,15.0,0.0,0.0
2020-01-24,Anhui,Mainland China,15.0,0.0,0.0
2020-01-24,Fujian,Mainland China,10.0,0.0,0.0
2020-01-24,Henan,Mainland China,9.0,0.0,0.0
2020-01-24,Jiangsu,Mainland China,9.0,0.0,0.0
2020-01-24,Hainan,Mainland China,8.0,0.0,0.0
2020-01-24,Tianjin,Mainland China,8.0,0.0,0.0
2020-01-24,Yunnan,Mainland China,5.0,0.0,0.0
2020-01-24,Shaanxi,Mainland China,5.0,0.0,0.0
2020-01-24,Heilongjiang,Mainland China,4.0,1.0,0.0
2020-01-24,Liaoning,Mainland China,4.0,0.0,0.0
2020-01-24,Guizhou,Mainland China,3.0,0.0,0.0
2020-01-24,Jilin,Mainland China,3.0,0.0,0.0
2020-01-24,Taiwan,Taiwan,3.0,0.0,0.0
2020-01-24,Ningxia,Mainland China,2.0,0.0,0.0
2020-01-24,Hong Kong,Hong Kong,2.0,0.0,0.0
2020-01-24,Macau,Macau,2.0,0.0,0.0
2020-01-24,Hebei,Mainland China,2.0,1.0,0.0
2020-01-24,Gansu,Mainland China,2.0,0.0,0.0
2020-01-24,Xinjiang,Mainland China,2.0,0.0,0.0
2020-01-24,Shanxi,Mainland China,1.0,0.0,0.0
2020-01-24,Inner Mongolia,Mainland China,1.0,0.0,0.0
2020-01-24,Qinghai,Mainland China,0.0,0.0,0.0
2020-01-24,Washington,US,1.0,0.0,0.0
2020-01-24,Chicago,US,1.0,0.0,0.0
2020-01-24,,Japan,2.0,0.0,0.0
2020-01-24,,Thailand,5.0,0.0,3.0
2020-01-24,,South Korea,2.0,0.0,0.0
2020-01-24,,Singapore,3.0,0.0,0.0
2020-01-24,,Vietnam,2.0,0.0,0.0
2020-01-24,,France,2.0,0.0,0.0
2020-01-25,Hubei,Mainland China,761.0,40.0,32.0
2020-01-25,Guangdong,Mainland China,78.0,0.0,2.0
2020-01-25,Zhejiang,Mainland China,62.0,0.0,1.0
2020-01-25,Chongqing,Mainland China,57.0,0.0,0.0
2020-01-25,Hunan,Mainland China,43.0,0.0,0.0
2020-01-25,Beijing,Mainland China,41.0,0.0,2.0
2020-01-25,Anhui,Mainland China,39.0,0.0,0.0
2020-01-25,Shanghai,Mainland China,33.0,0.0,1.0
2020-01-25,Henan,Mainland China,32.0,0.0,0.0
2020-01-25,Sichuan,Mainland China,28.0,0.0,0.0
2020-01-25,Shandong,Mainland China,27.0,0.0,0.0
2020-01-25,Guangxi,Mainland China,23.0,0.0,0.0
2020-01-25,Hainan,Mainland China,19.0,0.0,0.0
2020-01-25,Jiangxi,Mainland China,18.0,0.0,0.0
2020-01-25,Fujian,Mainland China,18.0,0.0,0.0
2020-01-25,Jiangsu,Mainland China,18.0,0.0,1.0
2020-01-25,Liaoning,Mainland China,17.0,0.0,0.0
2020-01-25,Shaanxi,Mainland China,15.0,0.0,0.0
2020-01-25,Yunnan,Mainland China,11.0,0.0,0.0
2020-01-25,Tianjin,Mainland China,10.0,0.0,0.0
2020-01-25,Heilongjiang,Mainland China,9.0,1.0,0.0
2020-01-25,Hebei,Mainland China,8.0,1.0,0.0
2020-01-25,Inner Mongolia,Mainland China,7.0,0.0,0.0
2020-01-25,Shanxi,Mainland China,6.0,0.0,0.0
2020-01-25,Hong Kong,Hong Kong,5.0,0.0,0.0
2020-01-25,Guizhou,Mainland China,4.0,0.0,0.0
2020-01-25,Jilin,Mainland China,4.0,0.0,0.0
2020-01-25,Gansu,Mainland China,4.0,0.0,0.0
2020-01-25,Ningxia,Mainland China,3.0,0.0,0.0
2020-01-25,Taiwan,Taiwan,3.0,0.0,0.0
2020-01-25,Xinjiang,Mainland China,3.0,0.0,0.0
2020-01-25,Macau,Macau,2.0,0.0,0.0
2020-01-25,Qinghai,Mainland China,1.0,0.0,0.0
2020-01-25,Washington,US,1.0,0.0,0.0
2020-01-25,Illinois,US,1.0,0.0,0.0
2020-01-25,,Japan,2.0,0.0,0.0
2020-01-25,,Thailand,6.0,0.0,3.0
2020-01-25,,South Korea,2.0,0.0,0.0
2020-01-25,,Singapore,3.0,0.0,0.0
2020-01-25,,Vietnam,2.0,0.0,0.0
2020-01-25,,France,3.0,0.0,0.0
2020-01-25,,Australia,4.0,0.0,0.0
2020-01-25,,Nepal,1.0,0.0,0.0
2020-01-25,,Malaysia,3.0,0.0,0.0
2020-01-26,Hubei,Mainland China,1058.0,52.0,42.0
2020-01-26,Guangdong,Mainland China,111.0,0.0,2.0
2020-01-26,Zhejiang,Mainland China,104.0,0.0,1.0
2020-01-26,Henan,Mainland China,83.0,1.0,0.0
2020-01-26,Chongqing,Mainland China,75.0,0.0,0.0
2020-01-26,Hunan,Mainland China,69.0,0.0,0.0
2020-01-26,Beijing,Mainland China,68.0,0.0,2.0
2020-01-26,Anhui,Mainland China,60.0,0.0,0.0
2020-01-26,Shandong,Mainland China,46.0,0.0,0.0
2020-01-26,Sichuan,Mainland China,44.0,0.0,0.0
2020-01-26,Shanghai,Mainland China,40.0,1.0,1.0
2020-01-26,Guangxi,Mainland China,36.0,0.0,0.0
2020-01-26,Jiangxi,Mainland China,36.0,0.0,0.0
2020-01-26,Fujian,Mainland China,35.0,0.0,0.0
2020-01-26,Jiangsu,Mainland China,33.0,0.0,1.0
2020-01-26,Hainan,Mainland China,22.0,0.0,0.0
2020-01-26,Shaanxi,Mainland China,22.0,0.0,0.0
2020-01-26,Liaoning,Mainland China,21.0,0.0,0.0
2020-01-26,Yunnan,Mainland China,16.0,0.0,0.0
2020-01-26,Heilongjiang,Mainland China,15.0,1.0,0.0
2020-01-26,Tianjin,Mainland China,14.0,0.0,0.0
2020-01-26,Hebei,Mainland China,13.0,1.0,0.0
2020-01-26,Shanxi,Mainland China,9.0,0.0,0.0
2020-01-26,Hong Kong,Hong Kong,8.0,0.0,0.0
2020-01-26,Inner Mongolia,Mainland China,7.0,0.0,0.0
2020-01-26,Gansu,Mainland China,7.0,0.0,0.0
2020-01-26,Guizhou,Mainland China,5.0,0.0,0.0
2020-01-26,Macau,Macau,5.0,0.0,0.0
2020-01-26,Ningxia,Mainland China,4.0,0.0,0.0
2020-01-26,Jilin,Mainland China,4.0,0.0,0.0
2020-01-26,Taiwan,Taiwan,4.0,0.0,0.0
2020-01-26,Xinjiang,Mainland China,4.0,0.0,0.0
2020-01-26,Qinghai,Mainland China,1.0,0.0,0.0
2020-01-26,Washington,US,1.0,0.0,0.0
2020-01-26,Illinois,US,1.0,0.0,0.0
2020-01-26,California,US,2.0,0.0,0.0
2020-01-26,Arizona,US,1.0,0.0,0.0
2020-01-26,,Japan,4.0,0.0,1.0
2020-01-26,,Thailand,8.0,0.0,6.0
2020-01-26,,South Korea,3.0,0.0,0.0
2020-01-26,,Singapore,4.0,0.0,0.0
2020-01-26,,Vietnam,2.0,0.0,0.0
2020-01-26,,France,3.0,0.0,0.0
2020-01-26,,Australia,4.0,0.0,0.0
2020-01-26,,Nepal,1.0,0.0,0.0
2020-01-26,,Malaysia,4.0,0.0,0.0
2020-01-26,Ontario,Canada,1.0,0.0,0.0
2020-01-27,Hubei,Mainland China,1423.0,76.0,45.0
2020-01-27,Guangdong,Mainland China,151.0,0.0,4.0
2020-01-27,Zhejiang,Mainland China,128.0,0.0,1.0
2020-01-27,Henan,Mainland China,128.0,1.0,0.0
2020-01-27,Chongqing,Mainland China,110.0,0.0,0.0
2020-01-27,Hunan,Mainland China,100.0,0.0,0.0
2020-01-27,Beijing,Mainland China,80.0,1.0,2.0
2020-01-27,Shandong,Mainland China,75.0,0.0,0.0
2020-01-27,Jiangxi,Mainland China,72.0,0.0,2.0
2020-01-27,Anhui,Mainland China,70.0,0.0,0.0
2020-01-27,Sichuan,Mainland China,69.0,0.0,0.0
2020-01-27,Fujian,Mainland China,59.0,0.0,0.0
2020-01-27,Shanghai,Mainland China,53.0,1.0,3.0
2020-01-27,Jiangsu,Mainland China,47.0,0.0,1.0
2020-01-27,Guangxi,Mainland China,46.0,0.0,0.0
2020-01-27,Shaanxi,Mainland China,35.0,0.0,0.0
2020-01-27,Hainan,Mainland China,33.0,1.0,0.0
2020-01-27,Liaoning,Mainland China,27.0,0.0,0.0
2020-01-27,Yunnan,Mainland China,26.0,0.0,0.0
2020-01-27,Tianjin,Mainland China,23.0,0.0,0.0
2020-01-27,Heilongjiang,Mainland China,21.0,1.0,0.0
2020-01-27,Hebei,Mainland China,18.0,1.0,0.0
2020-01-27,Gansu,Mainland China,14.0,0.0,0.0
2020-01-27,Shanxi,Mainland China,13.0,0.0,0.0
2020-01-27,Inner Mongolia,Mainland China,11.0,0.0,0.0
2020-01-27,Hong Kong,Hong Kong,8.0,0.0,0.0
2020-01-27,Guizhou,Mainland China,7.0,0.0,0.0
2020-01-27,Ningxia,Mainland China,7.0,0.0,0.0
2020-01-27,Jilin,Mainland China,6.0,0.0,0.0
2020-01-27,Macau,Macau,6.0,0.0,0.0
2020-01-27,Qinghai,Mainland China,6.0,0.0,0.0
2020-01-27,Taiwan,Taiwan,5.0,0.0,0.0
2020-01-27,Xinjiang,Mainland China,5.0,0.0,0.0
2020-01-27,Washington,US,1.0,0.0,0.0
2020-01-27,Illinois,US,1.0,0.0,0.0
2020-01-27,California,US,2.0,0.0,0.0
2020-01-27,Arizona,US,1.0,0.0,0.0
2020-01-27,,Japan,4.0,0.0,1.0
2020-01-27,,Thailand,8.0,0.0,6.0
2020-01-27,,South Korea,4.0,0.0,0.0
2020-01-27,,Singapore,5.0,0.0,0.0
2020-01-27,,Vietnam,2.0,0.0,0.0
2020-01-27,,France,3.0,0.0,0.0
2020-01-27,,Nepal,1.0,0.0,0.0
2020-01-27,,Malaysia,4.0,0.0,0.0
2020-01-27,Ontario,Canada,1.0,0.0,0.0
2020-01-27,,Cambodia,1.0,0.0,0.0
2020-01-27,,Sri Lanka,1.0,0.0,0.0
2020-01-27,,Ivory Coast,1.0,0.0,0.0
2020-01-27,New South Wales,Australia,4.0,0.0,0.0
2020-01-27,Victoria,Australia,1.0,0.0,0.0
2020-01-28,Hubei,Mainland China,3554.0,125.0,80.0
2020-01-28,Guangdong,Mainland China,207.0,0.0,4.0
2020-01-28,Zhejiang,Mainland China,173.0,0.0,3.0
2020-01-28,Henan,Mainland China,168.0,1.0,0.0
2020-01-28,Hunan,Mainland China,143.0,0.0,0.0
2020-01-28,Chongqing,Mainland China,132.0,0.0,0.0
2020-01-28,Jiangxi,Mainland China,109.0,0.0,3.0
2020-01-28,Anhui,Mainland China,106.0,0.0,0.0
2020-01-28,Shandong,Mainland China,95.0,0.0,0.0
2020-01-28,Beijing,Mainland China,91.0,1.0,4.0
2020-01-28,Sichuan,Mainland China,90.0,0.0,0.0
2020-01-28,Fujian,Mainland China,80.0,0.0,0.0
2020-01-28,Jiangsu,Mainland China,70.0,0.0,1.0
2020-01-28,Shanghai,Mainland China,66.0,1.0,4.0
2020-01-28,Guangxi,Mainland China,51.0,0.0,2.0
2020-01-28,Shaanxi,Mainland China,46.0,0.0,0.0
2020-01-28,Yunnan,Mainland China,44.0,0.0,0.0
2020-01-28,Hainan,Mainland China,40.0,1.0,0.0
2020-01-28,Liaoning,Mainland China,34.0,0.0,0.0
2020-01-28,Hebei,Mainland China,33.0,1.0,0.0
2020-01-28,Heilongjiang,Mainland China,33.0,1.0,0.0
2020-01-28,Shanxi,Mainland China,27.0,0.0,0.0
2020-01-28,Tianjin,Mainland China,24.0,0.0,0.0
2020-01-28,Gansu,Mainland China,19.0,0.0,0.0
2020-01-28,Inner Mongolia,Mainland China,15.0,0.0,0.0
2020-01-28,Ningxia,Mainland China,11.0,0.0,0.0
2020-01-28,Xinjiang,Mainland China,10.0,0.0,0.0
2020-01-28,Guizhou,Mainland China,9.0,0.0,0.0
2020-01-28,Jilin,Mainland China,8.0,0.0,0.0
2020-01-28,Taiwan,Taiwan,8.0,0.0,0.0
2020-01-28,Hong Kong,Hong Kong,8.0,0.0,0.0
2020-01-28,Macau,Macau,7.0,0.0,0.0
2020-01-28,Qinghai,Mainland China,6.0,0.0,0.0
2020-01-28,Washington,US,1.0,0.0,0.0
2020-01-28,Illinois,US,1.0,0.0,0.0
2020-01-28,California,US,2.0,0.0,0.0
2020-01-28,Arizona,US,1.0,0.0,0.0
2020-01-28,,Japan,7.0,0.0,1.0
2020-01-28,,Thailand,14.0,0.0,6.0
2020-01-28,,South Korea,4.0,0.0,0.0
2020-01-28,,Singapore,7.0,0.0,0.0
2020-01-28,,Vietnam,2.0,0.0,0.0
2020-01-28,,France,4.0,0.0,0.0
2020-01-28,,Nepal,1.0,0.0,0.0
2020-01-28,,Malaysia,4.0,0.0,0.0
2020-01-28,Ontario,Canada,1.0,0.0,0.0
2020-01-28,British Columbia,Canada,1.0,0.0,0.0
2020-01-28,,Cambodia,1.0,0.0,0.0
2020-01-28,,Sri Lanka,1.0,0.0,0.0
2020-01-28,New South Wales,Australia,4.0,0.0,0.0
2020-01-28,Victoria,Australia,1.0,0.0,0.0
2020-01-28,Bavaria,Germany,4.0,0.0,0.0
2020-01-29,Hubei,Mainland China,3554.0,125.0,88.0
2020-01-29,Zhejiang,Mainland China,296.0,0.0,3.0
2020-01-29,Guangdong,Mainland China,277.0,0.0,5.0
2020-01-29,Hunan,Mainland China,221.0,0.0,0.0
2020-01-29,Henan,Mainland China,206.0,2.0,1.0
2020-01-29,Anhui,Mainland China,152.0,0.0,2.0
2020-01-29,Chongqing,Mainland China,147.0,0.0,1.0
2020-01-29,Shandong,Mainland China,130.0,0.0,1.0
2020-01-29,Beijing,Mainland China,111.0,1.0,4.0
2020-01-29,Jiangxi,Mainland China,109.0,0.0,3.0
2020-01-29,Sichuan,Mainland China,108.0,1.0,1.0
2020-01-29,Jiangsu,Mainland China,99.0,0.0,1.0
2020-01-29,Shanghai,Mainland China,96.0,1.0,5.0
2020-01-29,Fujian,Mainland China,84.0,0.0,0.0
2020-01-29,Guangxi,Mainland China,58.0,0.0,2.0
2020-01-29,Shaanxi,Mainland China,56.0,0.0,0.0
2020-01-29,Yunnan,Mainland China,55.0,0.0,0.0
2020-01-29,Hebei,Mainland China,48.0,1.0,0.0
2020-01-29,Hainan,Mainland China,43.0,1.0,0.0
2020-01-29,Liaoning,Mainland China,39.0,0.0,1.0
2020-01-29,Heilongjiang,Mainland China,38.0,1.0,0.0
2020-01-29,Tianjin,Mainland China,27.0,0.0,0.0
2020-01-29,Shanxi,Mainland China,27.0,0.0,1.0
2020-01-29,Gansu,Mainland China,24.0,0.0,0.0
2020-01-29,Inner Mongolia,Mainland China,16.0,0.0,0.0
2020-01-29,Xinjiang,Mainland China,13.0,0.0,0.0
2020-01-29,Ningxia,Mainland China,12.0,0.0,0.0
2020-01-29,Hong Kong,Hong Kong,10.0,0.0,0.0
2020-01-29,Guizhou,Mainland China,9.0,0.0,1.0
2020-01-29,Jilin,Mainland China,9.0,0.0,0.0
2020-01-29,Taiwan,Taiwan,8.0,0.0,0.0
2020-01-29,Macau,Macau,7.0,0.0,0.0
2020-01-29,Qinghai,Mainland China,6.0,0.0,0.0
2020-01-29,Washington,US,1.0,0.0,0.0
2020-01-29,Illinois,US,1.0,0.0,0.0
2020-01-29,California,US,2.0,0.0,0.0
2020-01-29,Arizona,US,1.0,0.0,0.0
2020-01-29,,Japan,7.0,0.0,1.0
2020-01-29,,Thailand,14.0,0.0,6.0
2020-01-29,,South Korea,4.0,0.0,0.0
2020-01-29,,Singapore,7.0,0.0,0.0
2020-01-29,,Vietnam,2.0,0.0,0.0
2020-01-29,,France,5.0,0.0,0.0
2020-01-29,,Nepal,1.0,0.0,0.0
2020-01-29,,Malaysia,7.0,0.0,0.0
2020-01-29,Ontario,Canada,1.0,0.0,0.0
2020-01-29,British Columbia,Canada,1.0,0.0,0.0
2020-01-29,,Cambodia,1.0,0.0,0.0
2020-01-29,,Sri Lanka,1.0,0.0,0.0
2020-01-29,New South Wales,Australia,4.0,0.0,0.0
2020-01-29,Victoria,Australia,1.0,0.0,0.0
2020-01-29,Bavaria,Germany,4.0,0.0,0.0
2020-01-29,,Finland,1.0,0.0,0.0
2020-01-29,,United Arab Emirates,4.0,0.0,0.0
2020-01-30,Hubei,Mainland China,4903.0,162.0,90.0
2020-01-30,Zhejiang,Mainland China,428.0,0.0,4.0
2020-01-30,Guangdong,Mainland China,354.0,0.0,10.0
2020-01-30,Henan,Mainland China,278.0,2.0,2.0
2020-01-30,Hunan,Mainland China,277.0,0.0,2.0
2020-01-30,Anhui,Mainland China,200.0,0.0,2.0
2020-01-30,Chongqing,Mainland China,182.0,0.0,1.0
2020-01-30,Jiangxi,Mainland China,162.0,0.0,5.0
2020-01-30,Shandong,Mainland China,158.0,0.0,1.0
2020-01-30,Sichuan,Mainland China,142.0,1.0,1.0
2020-01-30,Jiangsu,Mainland China,129.0,0.0,1.0
2020-01-30,Beijing,Mainland China,114.0,1.0,4.0
2020-01-30,Shanghai,Mainland China,112.0,1.0,5.0
2020-01-30,Fujian,Mainland China,101.0,0.0,0.0
2020-01-30,Guangxi,Mainland China,78.0,0.0,2.0
2020-01-30,Yunnan,Mainland China,70.0,0.0,0.0
2020-01-30,Hebei,Mainland China,65.0,1.0,0.0
2020-01-30,Shaanxi,Mainland China,63.0,0.0,0.0
2020-01-30,Hainan,Mainland China,46.0,1.0,1.0
2020-01-30,Heilongjiang,Mainland China,44.0,2.0,0.0
2020-01-30,Liaoning,Mainland China,41.0,0.0,1.0
2020-01-30,Shanxi,Mainland China,35.0,0.0,1.0
2020-01-30,Tianjin,Mainland China,31.0,0.0,0.0
2020-01-30,Gansu,Mainland China,26.0,0.0,0.0
2020-01-30,Inner Mongolia,Mainland China,19.0,0.0,0.0
2020-01-30,Ningxia,Mainland China,17.0,0.0,0.0
2020-01-30,Jilin,Mainland China,14.0,0.0,1.0
2020-01-30,Xinjiang,Mainland China,14.0,0.0,0.0
2020-01-30,Guizhou,Mainland China,12.0,0.0,1.0
2020-01-30,Hong Kong,Hong Kong,10.0,0.0,0.0
2020-01-30,Taiwan,Taiwan,9.0,0.0,0.0
2020-01-30,Qinghai,Mainland China,8.0,0.0,0.0
2020-01-30,Macau,Macau,7.0,0.0,0.0
2020-01-30,Tibet,Mainland China,1.0,0.0,0.0
2020-01-30,Washington,US,1.0,0.0,0.0
2020-01-30,Illinois,US,1.0,0.0,0.0
2020-01-30,California,US,2.0,0.0,0.0
2020-01-30,Arizona,US,1.0,0.0,0.0
2020-01-30,,Japan,11.0,0.0,1.0
2020-01-30,,Thailand,14.0,0.0,7.0
2020-01-30,,South Korea,4.0,0.0,0.0
2020-01-30,,Singapore,10.0,0.0,0.0
2020-01-30,,Vietnam,2.0,0.0,0.0
2020-01-30,,France,5.0,0.0,0.0
2020-01-30,,Nepal,1.0,0.0,0.0
2020-01-30,,Malaysia,8.0,0.0,0.0
2020-01-30,Ontario,Canada,2.0,0.0,0.0
2020-01-30,British Columbia,Canada,1.0,0.0,0.0
2020-01-30,,Cambodia,1.0,0.0,0.0
2020-01-30,,Sri Lanka,1.0,0.0,0.0
2020-01-30,New South Wales,Australia,4.0,0.0,2.0
2020-01-30,Victoria,Australia,2.0,0.0,0.0
2020-01-30,Queensland,Australia,3.0,0.0,0.0
2020-01-30,Bavaria,Germany,4.0,0.0,0.0
2020-01-30,,Finland,1.0,0.0,0.0
2020-01-30,,United Arab Emirates,4.0,0.0,0.0
2020-01-30,,Philippines,1.0,0.0,0.0
2020-01-30,,India,1.0,0.0,0.0
2020-01-31,Hubei,Mainland China,5806.0,204.0,141.0
2020-01-31,Zhejiang,Mainland China,538.0,0.0,14.0
2020-01-31,Guangdong,Mainland China,436.0,0.0,11.0
2020-01-31,Henan,Mainland China,352.0,2.0,3.0
2020-01-31,Hunan,Mainland China,332.0,0.0,2.0
2020-01-31,Jiangxi,Mainland China,240.0,0.0,7.0
2020-01-31,Anhui,Mainland China,237.0,0.0,3.0
2020-01-31,Chongqing,Mainland China,211.0,0.0,1.0
2020-01-31,Shandong,Mainland China,184.0,0.0,2.0
2020-01-31,Sichuan,Mainland China,177.0,1.0,1.0
2020-01-31,Jiangsu,Mainland China,168.0,0.0,5.0
2020-01-31,Beijing,Mainland China,139.0,1.0,5.0
2020-01-31,Shanghai,Mainland China,135.0,1.0,9.0
2020-01-31,Fujian,Mainland China,120.0,0.0,0.0
2020-01-31,Guangxi,Mainland China,87.0,0.0,2.0
2020-01-31,Shaanxi,Mainland China,87.0,0.0,0.0
2020-01-31,Yunnan,Mainland China,83.0,0.0,1.0
2020-01-31,Hebei,Mainland China,82.0,1.0,0.0
2020-01-31,Heilongjiang,Mainland China,59.0,2.0,0.0
2020-01-31,Hainan,Mainland China,52.0,1.0,1.0
2020-01-31,Liaoning,Mainland China,48.0,0.0,1.0
2020-01-31,Shanxi,Mainland China,39.0,0.0,1.0
2020-01-31,Tianjin,Mainland China,32.0,0.0,0.0
2020-01-31,Guizhou,Mainland China,29.0,0.0,2.0
2020-01-31,Gansu,Mainland China,29.0,0.0,0.0
2020-01-31,Ningxia,Mainland China,21.0,0.0,0.0
2020-01-31,Inner Mongolia,Mainland China,20.0,0.0,1.0
2020-01-31,Xinjiang,Mainland China,17.0,0.0,0.0
2020-01-31,Jilin,Mainland China,14.0,0.0,1.0
2020-01-31,Hong Kong,Hong Kong,12.0,0.0,0.0
2020-01-31,Taiwan,Taiwan,10.0,0.0,0.0
2020-01-31,Qinghai,Mainland China,8.0,0.0,0.0
2020-01-31,Macau,Macau,7.0,0.0,0.0
2020-01-31,Tibet,Mainland China,1.0,0.0,0.0
2020-01-31,,Thailand,19.0,0.0,8.0
2020-01-31,,Japan,15.0,0.0,1.0
2020-01-31,,Singapore,13.0,0.0,0.0
2020-01-31,,South Korea,11.0,0.0,0.0
2020-01-31,,Malaysia,8.0,0.0,0.0
2020-01-31,,France,5.0,0.0,0.0
2020-01-31,Bavaria,Germany,5.0,0.0,0.0
2020-01-31,New South Wales,Australia,4.0,0.0,2.0
2020-01-31,,United Arab Emirates,4.0,0.0,0.0
2020-01-31,Victoria,Australia,3.0,0.0,0.0
2020-01-31,Illinois,US,2.0,0.0,0.0
